('Net Income', '125,216,000', '101,832,000', '88,136,000', '72,361,000', '72,738,000')
         3099869 function calls (3069206 primitive calls) in 27.334 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  438/285    0.000    0.000    0.011    0.000 typing.py:508(__getitem__)
      452    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      693    0.000    0.000    0.001    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
       86    0.000    0.000    0.001    0.000 selector_events.py:294(_remove_reader)
      526    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
      784    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      686    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      433    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      150    0.000    0.000    0.002    0.000 typing.py:885(__init__)
       52    0.000    0.000    0.000    0.000 tasks.py:522(_wait)
      147    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
      322    0.000    0.000    0.000    0.000 _connection.py:342(_respond_to_state_changes)
       17    0.000    0.000    0.000    0.000 <frozen codecs>:1076(make_identity_dict)
      620    0.000    0.000    0.000    0.000 <string>:2(__eq__)
      457    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:420(__exit__)
       61    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
      145    0.000    0.000    0.001    0.000 base_subprocess.py:204(_pipe_data_received)
       30    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
     2116    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
      451    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      489    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      318    0.000    0.000    0.000    0.000 tasks.py:653(sleep)
      205    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
      607    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
      433    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
  169/112    0.000    0.000    0.072    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
     1676    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      149    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      275    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      727    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       82    0.000    0.000    0.001    0.000 unix_events.py:549(resume_reading)
      272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
     1217    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      243    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
       87    0.000    0.000    0.000    0.000 base.py:282(listeners)
      300    0.000    0.000    0.063    0.000 _connection.py:305(run)
       59    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
       86    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
       52    0.000    0.000    0.010    0.000 _connection.py:61(send)
        1    0.000    0.000    0.000    0.000 _auth.py:145(NetRCAuth)
      172    0.000    0.000    0.001    0.000 selectors.py:180(get_key)
      106    0.000    0.000    0.001    0.000 base.py:153(_add_event_handler)
       86    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
      500    0.000    0.000    0.003    0.000 linecache.py:36(getlines)
      146    0.000    0.000    0.001    0.000 streams.py:474(_wakeup_waiter)
       15    0.000    0.000    0.001    0.000 tokenize.py:445(open)
      797    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.030    0.030 _generated.py:1(<module>)
      836    0.000    0.000    0.000    0.000 _parser.py:83(groups)
      641    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       86    0.000    0.000    0.000    0.000 selectors.py:234(register)
      306    0.000    0.000    0.005    0.000 _decoders.py:95(decode)
       84    0.000    0.000    0.001    0.000 _connection.py:471(_listener_with_error_handler_attached)
       82    0.000    0.000    0.001    0.000 unix_events.py:541(pause_reading)
       30    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:40(from_maybe_impl)
      158    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.020    0.020 api.py:1(<module>)
       62    0.000    0.000    0.002    0.000 typing.py:1533(__getitem_inner__)
  484/483    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      179    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       82    0.000    0.000    0.000    0.000 asyncio.py:41(__init__)
     1008    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       33    0.000    0.000    0.000    0.000 inspect.py:175(get_annotations)
      795    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      449    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      642    0.000    0.000    0.000    0.000 inspect.py:468(istraceback)
      367    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
      500    0.000    0.000    0.000    0.000 traceback.py:391(extended_frame_gen)
      142    0.000    0.000    0.001    0.000 css_types.py:203(__init__)
       30    0.000    0.000    0.001    0.000 pathlib.py:551(drive)
       86    0.000    0.000    0.000    0.000 css_parser.py:812(parse_combinator)
      145    0.000    0.000    0.001    0.000 base_subprocess.py:284(data_received)
      622    0.000    0.000    0.000    0.000 _decoders.py:237(decode)
       86    0.000    0.000    0.001    0.000 selectors.py:351(register)
      300    0.000    0.000    0.063    0.000 _connection.py:301(run_as_sync)
       86    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
      498    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      199    0.000    0.000    0.001    0.000 css_types.py:360(__init__)
      209    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
       91    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
      439    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      439    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      451    0.000    0.000    0.000    0.000 _virtualenv.py:58(find_spec)
      489    0.000    0.000    0.001    0.000 streams.py:486(_maybe_resume_transport)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
      299    0.000    0.000    0.000    0.000 enum.py:202(__get__)
       24    0.000    0.000    0.000    0.000 _sync_base.py:97(_sync)
      738    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
      322    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
      369    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
      285    0.000    0.000    0.000    0.000 css_parser.py:344(match)
      621    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.005    0.005 _lxml.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
      314    0.000    0.000    0.000    0.000 types.py:192(__init__)
        4    0.000    0.000    0.000    0.000 _network.py:1021(__init__)
      642    0.000    0.000    0.000    0.000 inspect.py:478(isframe)
      607    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      193    0.000    0.000    0.000    0.000 base_events.py:1895(_add_callback)
      322    0.000    0.000    0.000    0.000 css_parser.py:248(css_unescape)
     19/7    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       75    0.000    0.000    0.000    0.000 css_parser.py:542(parse_tag_pattern)
      150    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       59    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
       50    0.000    0.000    0.008    0.000 traceback.py:377(extract)
      337    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
     1181    0.000    0.000    0.000    0.000 base_events.py:2005(get_debug)
      198    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
      101    0.000    0.000    0.002    0.000 <frozen abc>:105(__new__)
       26    0.000    0.000    0.000    0.000 {built-in method now}
      418    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
      145    0.000    0.000    0.002    0.000 subprocess.py:64(pipe_data_received)
       26    0.000    0.000    0.001    0.000 _transport.py:173(send)
       26    0.000    0.000    0.001    0.000 _transport.py:77(serialize_message)
        1    0.000    0.000    0.002    0.002 _urlparse.py:1(<module>)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
      350    0.000    0.000    0.001    0.000 typing.py:1454(<genexpr>)
      493    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      246    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
      113    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
       20    0.000    0.000    0.002    0.000 dataclasses.py:568(_init_fn)
       15    0.000    0.000    0.000    0.000 tokenize.py:352(detect_encoding)
       34    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       25    0.000    0.000    0.055    0.002 inspect.py:1768(stack)
      312    0.000    0.000    0.288    0.001 http11.py:330(__iter__)
      344    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
      344    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
      500    0.000    0.000    0.000    0.000 traceback.py:265(__init__)
        8    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.031    0.015 _synchronization.py:1(<module>)
       98    0.000    0.000    0.017    0.000 utils.py:265(is_multi_byte_encoding)
       89    0.000    0.000    0.000    0.000 base.py:62(__init__)
       26    0.000    0.000    0.000    0.000 _connection.py:221(__init__)
    48/17    0.000    0.000    0.103    0.006 {built-in method builtins.__import__}
        1    0.000    0.000    0.055    0.055 dammit.py:1(<module>)
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      193    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
    49/26    0.000    0.000    0.000    0.000 _connection.py:509(_replace_channels_with_guids)
      513    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
      954    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      209    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.001    0.001 _page.py:131(Page)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
      726    0.000    0.000    0.000    0.000 base_events.py:539(_check_closed)
      314    0.000    0.000    0.000    0.000 _connection.py:260(_server_switch_event)
        1    0.000    0.000    0.000    0.000 _generated.py:3282(Frame)
      312    0.000    0.000    0.289    0.001 default.py:125(__iter__)
        8    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       75    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
       34    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
        7    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.014    0.007 _sockets.py:1(<module>)
      635    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1791(_execute_child)
       50    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      312    0.000    0.000    0.289    0.001 connection_pool.py:401(__iter__)
        3    0.000    0.000    0.001    0.000 typing.py:2780(__new__)
      180    0.000    0.000    0.002    0.000 <frozen codecs>:319(decode)
       82    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
      297    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       40    0.000    0.000    0.028    0.001 _connection.py:500(_create_remote_object)
        1    0.000    0.000    0.000    0.000 _generated.py:15911(Locator)
       15    0.000    0.000    0.003    0.000 linecache.py:80(updatecache)
        5    0.000    0.000    0.000    0.000 _headers.py:152(normalize_and_validate)
     33/3    0.000    0.000    0.000    0.000 _connection.py:177(_dispose)
       62    0.000    0.000    0.001    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.044    0.044 css_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
       27    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
    44/32    0.000    0.000    0.008    0.000 css_parser.py:579(parse_pseudo_class)
       99    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
      179    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      205    0.000    0.000    0.005    0.000 _parser.py:98(closegroup)
       41    0.000    0.000    0.001    0.000 _connection.py:54(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
      312    0.000    0.000    0.289    0.001 _client.py:152(__iter__)
       30    0.000    0.000    0.001    0.000 pathlib.py:407(_load_parts)
       26    0.000    0.000    0.001    0.000 unix_events.py:680(write)
      119    0.000    0.000    0.000    0.000 base_futures.py:13(isfuture)
       26    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
      297    0.000    0.000    0.000    0.000 {method 'co_positions' of 'code' objects}
      271    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       36    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       91    0.000    0.000    0.017    0.000 __init__.py:73(import_module)
